Post date,Number of Views,Location,Company name,Job title,Category,Job type,Employment term,Required candidate level,Salary,Professional skills,Soft skills
11 April 2024,1765,Yerevan,AeroDynamics,Junior Java Engineer,Software development,Full time,Permanent,Junior,,['Java'],['Teamwork']
11 April 2024,1076,Yerevan,ԵրՄՄԳՀԻ,Հաշվետար,Accounting/Bookkeeping/Cash register,Other,Other,Mid level,,['1c Accounting Software'],['Organizational skills']
11 April 2024,944,Yeghvard,Սեմուր ընդ Կո ՍՊԸ,Արտադրամասի պետ,Production,Full time,Permanent,Senior,,[],"['Accuracy', 'Responsibility', 'Team management', 'Reliability']"
11 April 2024,936,Yerevan,Paulaner,Հաշվապահ՝ կադրերի և աշխատավարձի հաշվառման գծով,Accounting/Bookkeeping/Cash register,Full time,Contract,Mid level,,"['MS Office', 'AS-Accountant']","['Time management', 'Flexible']"
11 April 2024,772,Yerevan,Free Style Group,Chain Manager,Sales/service management,Full time,Permanent,Mid level,,"['Financial analysis', 'Analytical and Mathematical skills', 'Fashion']","['Leadership skills', 'Negotiation  skills', 'Time management', 'Conflict resolution skills', 'Customer/service oriented', 'Detail-oriented']"
11 April 2024,907,Yerevan,"""Telecom Armenia"" OJSC",Կոմերցիոն ապրանքների վաճառքի մասնագետ,Sales/service management,Full time,Permanent,Mid level,,"['MS Office', 'Marketing', 'Sale and cooperation ability', 'Consultant']","['Ability to work independently', 'Personal branding', 'Negotiation  skills', 'Time management', 'Analytical skills']"
11 April 2024,692,Yerevan,"ООО ""ТУРОПЕРАТОР ПАК ГРУП""",Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['Financial analysis'],"['Teamwork', 'Multitasking']"
11 April 2024,1408,Yerevan,Armenian Card CJSC,Head of Business Development and Partnership Department,Business/Management,Full time,Permanent,,,"['Business management', 'Marketing management']","['Negotiation  skills', 'Problem solving', 'Analytical skills']"
11 April 2024,1974,Yerevan,Հայաստանի Հաշվապահների Ասոցիացիա,Ադմինիստրատիվ Օգնական,Administrative/office-work,Full time,Permanent,Junior,,['MS Office'],"['Time management', 'Problem solving', 'Decision making']"
11 April 2024,700,Yerevan,BDO Armenia CJSC,Accountant/Tax Advisor,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['1c Accounting Software', 'ArmSoft accounting software', 'Tax legislation of RA']","['Written communication skills', 'Positive attitude', 'Time management']"
11 April 2024,664,Yerevan,BDO Armenia CJSC,Audit Assistant,Audit/Compliance,Full time,Permanent,Junior,,"['ACCA', 'ArmSoft accounting software']","['Written communication skills', 'Positive attitude', 'Time management']"
11 April 2024,1464,Yerevan,InSport Wellness center,Receptionist,Sports/Beauty,Full time,Permanent,Junior,,['Hospitality'],"['Positive attitude', 'Teamwork', 'Communicability']"
11 April 2024,1430,Yerevan,Davel Creative Agency,Grapic Designer,UI/UX/Graphic Design,Full time,Permanent,Mid level,,"['Adobe Illustrator', 'Adobe Photoshop', 'Graphic Design']","['Design skills', 'Time management', 'Detail-oriented', 'Multitasking', 'Creativity']"
10 April 2024,649,Yerevan,Flexy Global,React Native Upper Mid Developer,Software development,Full time,Permanent,Mid level,,['React Native'],[]
08 April 2024,1226,Yerevan,Questrade International Inc.,Junior Cybersecurity Specialist - Incident Response,IT security/Networks,Full time,Permanent,Junior,,"['AWS', 'Firewalls', 'SIEM', 'DDoS', 'Azure', 'Cybersecurity']","['Flexible', 'Analytical skills', 'Teamwork', 'english']"
10 April 2024,868,Abovyan,VTB Bank (Armenia),"Սրահի ադմինիստրատոր, ք. Աբովյան",Banking/credit,Full time,Permanent,Mid level,,[],"['Customer/service oriented', 'Hardworking']"
10 April 2024,937,Yerevan,Spayka LLC,Lawyer,Legal,Full time,Permanent,Senior,,"[""Advocate's license""]",[]
10 April 2024,933,Yerevan,ՅՈՒՆԻՓՈՒԼ ՍՊԸ,գանձապահ-հաշվետար,Sales/service management,Full time,Permanent,,200000 AMD - 300000 AMD Net a month,['AS Trade'],['Customer/service oriented']
10 April 2024,1982,Yerevan,Think Engineering,Branch Operations Manager,Administrative/office-work,Full time,Contract,,,"['Sociability', 'Social work']","['Negotiation  skills', 'Written communication skills', 'Conflict resolution skills', 'Fast orientation', 'Punctuality', 'office 365']"
10 April 2024,598,Yerevan,Spayka LLC,Junior lawyer,Legal,Full time,Permanent,Mid level,,"[""Advocate's license""]",[]
10 April 2024,1374,Yerevan,"""Max Station"" LLC",Recruiter,Human Resources,Full time,Permanent,Mid level,,['Employment & labour law of the RA'],"['Ability to work independently', 'Personal branding', 'Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Detail-oriented', 'Psychology', 'Hardworking']"
10 April 2024,954,Yerevan,The Alexander Yerevan Hotel,Accounts Payable Specialist,Accounting/Bookkeeping/Cash register,Full time,Permanent,Junior,,['1c Accounting Software'],"['Ability to work independently', 'Detail-oriented', 'Teamwork']"
06 April 2024,1667,Yerevan,Atenk Ltd,Ֆիրմային խանութների ղեկավար,Sales/service management,Full time,Permanent,Senior,,['MS Excel'],"['Leadership skills', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Strategic thinking']"
10 April 2024,703,Yerevan,Codulate,Mid IOS Developer,Software development,Full time,Permanent,Mid level,,"['Objective C', 'Swift']","['Positive attitude', 'Time management', 'Problem solving', 'Adaptability', 'Flexible', 'Decision making', 'Teamwork']"
10 April 2024,936,Gyumri,"""Telecom Armenia"" OJSC","Էներգոհամակարգերի ճարտարագետ, Գյումրի",Other IT,Full time,Permanent,Junior,,"['Electrical Engineering', 'Power-system protection', 'Workplace safety standards']","['Ability to work independently', 'Detail-oriented', 'Decision making']"
10 April 2024,1509,Yerevan,AFC,Офисный сотрудник,Administrative/office-work,Full time,Permanent,Mid level,,"['MS Windows, MS Office']","['Negotiation  skills', 'Positive attitude', 'Time management', 'Problem solving', 'Detail-oriented', 'Goal-oriented', 'Teamwork', 'Fast learning ability', 'Sense of responsibility']"
10 April 2024,2682,Yerevan,Big Projects,Office Operations Specialist,Administrative/office-work,Full time,Permanent,,From 100000 AMD Net a month,[],"['Time management', 'Organizational skills']"
10 April 2024,994,Yerevan,ARMECONOMBANK OJSC,Պլաստիկ քարտերի վարչության Սպասարկման բաժնի  գլխավոր մասնագետ,Banking/credit,Full time,Permanent,Senior,,['Banking legislation of RA'],"['Time management', 'Flexible', 'Goal-oriented', 'Creative thinking', 'Hardworking']"
10 April 2024,826,Yerevan,TotoGaming,Հյուրընկալ,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,[],"['Positive attitude', 'Time management', 'Detail-oriented']"
10 April 2024,661,Ashtarak,TotoGaming,Հյուրընկալ Աշտարակ,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,[],['Customer/service oriented']
10 April 2024,1046,Yerevan,Digitain,Product Marketing Manager,Marketing/Advertising,Full time,Permanent,Senior,,"['Knowledge of Russian and English languages', 'Marketing Analysis']","['Time management', 'Problem solving', 'Detail-oriented', 'Decision making', 'Analytical skills', 'Multitasking']"
10 April 2024,924,Yerevan,Digitain,B2C Business Analyst,Data Research/Analysis,Full time,Permanent,Mid level,,"['Python', 'SQL', 'MS Office', 'Power BI', 'Knowledge of Russian and English languages']","['Time management', 'Detail-oriented', 'Goal-oriented', 'Decision making', 'Analytical skills', 'Logical thinking']"
10 April 2024,1313,Yerevan,Gotcha.am,Վաճառող - գանձապահ,Sales/service management,Full time,Permanent,Mid level,From 250000 AMD Net a month,[],"['Positive attitude', 'Problem solving', 'Conflict resolution skills', 'Customer/service oriented', 'Fast learning ability', 'Sense of responsibility', 'Punctuality', 'Stress management']"
10 April 2024,1001,Yerevan,Atenk Ltd,Լոգիստիկայի մասնագետ,Procurement/Logistics/Courier,Full time,Permanent,Mid level,,['MS Excel'],[]
10 April 2024,535,Yerevan,Codulate,Senior DevOps Engineer/Cloud Architect,Software development,Full time,Permanent,Senior,,"['Python', 'Networking', 'Monitoring tools', 'AWS', 'Linux', 'Ansible', 'CI/CD', 'Terraform']","['Leadership skills', 'Positive attitude', 'Time management', 'Problem solving']"
10 April 2024,848,Yerevan,VTB Bank (Armenia),Product Manager,Banking/credit,Full time,Permanent,Mid level,,"['JIRA', 'Product management', 'MS Excel']","['Time management', 'Detail-oriented', 'Goal-oriented', 'Analytical skills', 'Ability to work under pressure', 'Multitasking']"
10 April 2024,953,Yerevan,VTB Bank (Armenia),Financial Analyst,Finance Management,Full time,Permanent,Mid level,,"['Python', 'MS Excel', 'SQL']","['Time management', 'Detail-oriented', 'Analytical skills', 'Fast learning ability', 'Ability to work under pressure', 'Fast orientation']"
10 April 2024,1644,Yerevan,SAS Group,Translator,Administrative/office-work,Full time,Permanent,Senior,,['English'],[]
10 April 2024,748,Yerevan,Genacvale Tavern,Գլխավոր հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,,[],"['Time management', 'Sense of responsibility', 'Tax report']"
10 April 2024,1948,Yerevan,Robin the Robot,Armenian Speaking Interactions Specialist,Healthcare/Pharmaceutical,Full time,Permanent,Mid level,,['Psychological consulting'],"['Critical thinking', 'Teamwork', 'Fast learning ability', 'Ability to work under pressure', 'Proactivity']"
10 April 2024,674,Yerevan,AMS LLC,CRM Bitrix,Business Software Consultancy,Full time,Permanent,Senior,,"['1C', 'Bitrix']","['enterprising', 'Responsibility']"
10 April 2024,1360,Yerevan,Freedom Broker Armenia,Senior Regulatory Compliance Manager,Audit/Compliance,Full time,Permanent,Senior,,['Banking legislation of RA'],"['Goal-oriented', 'Decision making', 'Analytical skills']"
05 April 2024,1347,Yerevan,Uraaa.com,Marketing Manager,Marketing/Advertising,Full time,Permanent,Mid level,250000 AMD - 300000 AMD Net a month,['Digital marketing'],[]
10 April 2024,1576,Yerevan,Joomag,Internship Customer Service,Sales/service management,Full time,Internship,Junior,,['Customer Service skills'],['Communication']
10 April 2024,1122,Yerevan,Hotel Aviatrans,Night-Shift Receptionist,Tourism/Hospitality/HoReCa,Other,Permanent,Mid level,,[],"['Positive attitude', 'Conflict resolution skills', 'Customer/service oriented', 'Teamwork', 'Polite']"
10 April 2024,944,Yerevan,Maurice Ward Armenia,Danish Speaking Sales Assistant,Procurement/Logistics/Courier,Full time,Permanent,Junior,,"['MS Office', 'Advanced English knowledge', 'Danish']","['Negotiation  skills', 'Teamwork', 'Attention to details', 'Organizational skills', 'Communication Skills']"
10 April 2024,1142,Yerevan,Teza Technologies,"Software Engineer, Quantitative Development Team",Software development,Full time,Permanent,Mid level,,"['Python', 'Pandas']","['Time management', 'Problem solving']"
10 April 2024,1051,Yerevan,"""Telecom Armenia"" OJSC",Թվային պրոդուկտների գլխավոր ղեկավար (Chief Product Officer),Product/Project Management,Full time,Permanent,Senior,,"['Product management', 'Written content']","['Ability to work independently', 'Personal branding', 'Leadership skills', 'Negotiation  skills']"
10 April 2024,709,Yerevan,BostonGene Technologies,Clinical analyst (oncology),Other IT,Full time,Permanent,,,"['Python', 'Linux', 'Knowledge of Russian and English languages', 'Medical education', 'Medical knowledge']","['Ability to work independently', 'Time management', 'Detail-oriented', 'Analytical skills', 'Logical thinking', 'Fast orientation']"
10 April 2024,773,Yerevan,BostonGene Technologies,Clinical analyst (hematology),Healthcare/Pharmaceutical,Full time,Permanent,Mid level,,[],"['Adaptability', 'Analytical skills', 'Critical thinking', 'Fast learning ability']"
10 April 2024,836,Yerevan,BostonGene Technologies,Junior analyst - Molecular biologist,Science,Full time,Contract,Junior,,['Knowledge of Russian and English languages'],"['Ability to work independently', 'Time management', 'Flexible', 'Detail-oriented']"
10 April 2024,943,Yerevan,Food Depot LLC,Caviste,General/professional/Other services,Full time,Permanent,Junior,,[],"['Positive attitude', 'Problem solving', 'Customer/service oriented', 'Detail-oriented', 'Fast learning ability']"
10 April 2024,1146,Yerevan,Finup,Հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,150000 AMD - 500000 AMD Net a month,[],['Ability to work independently']
10 April 2024,537,Yerevan,Synopsys Armenia,ASIC Physical Design Engineer/ 48414BR,Hardware design,Full time,Permanent,Mid level,,"['VHDL/Verilog', 'VLSI', 'RTL']",[]
10 April 2024,1421,Yerevan,Freedom Broker Armenia,AML Transaction Monitoring Analyst,Audit/Compliance,Full time,Contract,Mid level,,['AML system'],"['Critical thinking', 'Attention to details']"
08 April 2024,2343,Yerevan,Linz Optic ZEISS Vision Expert,Sales Specialist,Sales/service management,Part time,Permanent,Mid level,From 200000 AMD Net a month,['Business relationship building'],"['Customer/service oriented', 'Flexible', 'Detail-oriented', 'Presentation skills', 'Goal-oriented', 'Sense of responsibility', 'Managing a quality service', 'Polite', 'Communication', 'Ability to develop and build relationships']"
10 April 2024,1165,Yerevan,Ayb School,Հայոց լեզվի և գրականության ուսուցիչ,Education/training,Part time,Permanent,,,[],['Teaching skills']
10 April 2024,706,Masis,VTB Bank (Armenia),"Սրահի ադմինիստրատոր, ք. Մասիս",Banking/credit,Full time,Permanent,Mid level,,['Banking legislation of RA'],['Hardworking']
10 April 2024,673,Yerevan,Align Technology,Senior C++ Developer (Algorithms),Software development,Full time,Permanent,Senior,,"['Mathematics', 'C++', 'Algorithms']",[]
10 April 2024,890,Yerevan,Evolution,Русскоязычный Game Presenter,Other IT,Flexible schedule,Permanent,Student,,['Cross-cultural communication skills'],[]
10 April 2024,943,Arzni,Bacon Product LLC,Շուկայի զարգացման պատասխանատու,Sales/service management,Full time,Permanent,Mid level,,['Sales/service experience'],"['Negotiation  skills', 'Communication Skills']"
10 April 2024,840,Yerevan,Autofan AC LLC,Վաճառքի մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Time management', 'Problem solving', 'Teamwork']"
10 April 2024,959,Arzni,Bacon Product LLC,Առաքիչ,Sales/service management,Full time,Permanent,Mid level,,['Sales'],['Communication Skills']
10 April 2024,1079,Arzni,Bacon Product LLC,Մարքեթինգի ավագ մասնագետ,Marketing/Advertising,Full time,Permanent,Senior,,['Marketing communications'],['Analytical skills']
10 April 2024,1234,Yerevan,Digitain,Sports Trader,Other IT,Full time,Permanent,,,"['Computer knowledge', 'Analytical thinking', 'Russian language']","['Flexible', 'Detail-oriented', 'Analytical skills']"
10 April 2024,1397,Yerevan,Coffee House Company,Financial Analyst,Finance Management,Full time,Permanent,Mid level,,['Financial analysis'],"['Time management', 'Detail-oriented', 'Analytical skills', 'Fast orientation']"
10 April 2024,857,Yerevan,Էյչ Վի Էյ Սի Գրուպ ՍՊԸ,Sales specialist,Sales/service management,Full time,Permanent,,From 200000 AMD Gross a month,['Business relationship building'],['Negotiation  skills']
10 April 2024,1623,Yerevan,Էյչ Վի Էյ Սի Գրուպ ՍՊԸ,Delivery driver,Construction,Full time,Permanent,,From 250000 AMD Net a month,['Construction supervision'],['Time management']
10 April 2024,895,Yerevan                                            (Remote),Azarian Growth Agency,Digital Marketing Specialist,Marketing/Advertising,Full time,Permanent,Senior,,"['Digital marketing', 'Search engine optimization/marketing', 'SEO', 'SMM', 'Market analysis', 'Facebook Ads', 'YouTube Ads']","['Ability to work independently', 'Leadership skills', 'Written communication skills', 'Ability to work under pressure']"
10 April 2024,644,Yerevan,Azarian Growth Agency,Senior UI/UX Team Lead,UI/UX/Graphic Design,Full time,Permanent,Senior,,"['Graphic Design', 'Product design', 'User Experience (UX) Design']",['Leadership skills']
10 April 2024,991,Yerevan,Azarian Growth Agency,Content Writer,Content writing,Full time,Permanent,Mid level,,"['Content writing', 'Advanced English knowledge']","['Ability to work independently', 'Written communication skills']"
10 April 2024,1046,Yerevan,EXPOCORE HOTEL,HR Manager,Tourism/Hospitality/HoReCa,Full time,Contract,Senior,,[],"['Leadership skills', 'Negotiation  skills', 'Time management', 'Teamwork', 'Employee Recruitment and Retention']"
10 April 2024,855,Yerevan,EXPOCORE HOTEL,Receptionist,Tourism/Hospitality/HoReCa,Full time,Permanent,,,[],"['Problem solving', 'Customer/service oriented', 'Detail-oriented', 'Teamwork', 'Multitasking', 'Loyalty']"
09 April 2024,2322,Yerevan,Daniam LLC,Assistant to Project Manager,Product/Project Management,Full time,Permanent,,,"['Confluence', 'JIRA', 'Project management', 'Sales/service experience', 'MS Project', 'Conflict management', 'MS Excel', 'Marketing management', 'Project Planning', 'B2B sales', 'Project implementation']",['Analytical skills']
09 April 2024,1290,Yerevan,"""Telecom Armenia"" OJSC",Թվային պրոդուկտների վերլուծաբան,Product/Project Management,Full time,Permanent,Mid level,,"['Python', 'SQL query generation', 'Firebase', 'Google analytics', 'Yandex Metrica', 'Google Tag manager']","['Ability to work independently', 'Personal branding', 'Positive attitude', 'Analytical skills', 'Ability to keep deadlines']"
09 April 2024,1398,Armenia (All cities)                                            (Remote),DevsData LLC,Junior Talent Acquisition Specialist,Other IT,Full time,Contract,Junior,,"['Business management', 'MS Office', 'Technical Recruitment']","['Analytical skills', 'Strong interpersonal skills']"
08 April 2024,1744,Yerevan,Fine Service LLC,Service Manager Assistant,Sales/service management,Full time,Permanent,,From 150000 AMD Net a month,['Digital marketing'],[]
08 April 2024,1335,Yerevan,Սփիք ՍՊԸ,Sales manager,Sales/service management,Full time,Permanent,,,['Business relationship building'],"['Teamwork', 'Hardworking', 'Sense of responsibility']"
08 April 2024,1791,Yerevan,Digitain,Games Quality Verification Specialist,General/professional/Other services,Full time,Permanent,,,"['Computer knowledge', 'Analytical thinking']","['Time management', 'Flexible', 'Detail-oriented']"
08 April 2024,1428,Yerevan,Digitain,Live Games Planning Specialist,Administrative/office-work,Full time,Permanent,,,"['Data processing', 'Analytics and research', 'Basic knowledge about sport']","['Detail-oriented', 'Analytical skills', 'Computer literacy']"
01 April 2024,1989,Yerevan,Atenk Ltd,Համալրման մասնագետ,Human Resources,Full time,Permanent,Senior,,['MS Excel'],"['Ability to work independently', 'Leadership skills', 'Positive attitude', 'Time management', 'Problem solving']"
07 April 2024,1425,Yerevan,Ֆրոզեն Միթ ՍՊԸ,Head of the sales department,Sales/service management,Full time,Contract,Senior,,"['Planning', 'Management', 'Development of a sales strategy']","['Time management', 'Problem solving', 'Conflict resolution skills', 'Flexible', 'Decision making', 'Logical thinking', 'Team management']"
07 April 2024,1257,Abovyan,Թամարա ՍՊԸ,Quality manager,Production,Full time,Contract,Mid level,,['Data processing'],[]
07 April 2024,1611,Yerevan,Ադամիում,Հաշվետար,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,From 180000 AMD Net a month,"['MS Excel', 'AS-Accountant']",['Time management']
07 April 2024,1836,Las Vegas                                            (Remote),Abramyan Marketing Group (AMG),Marketing Data Analyst,Marketing/Advertising,Part time,Freelance,Mid level,,"['Google Cloud Platform', 'Tableau']","['Organizational skills', 'Marketing analysis', 'Communication Skills', 'Planning and Organizing']"
07 April 2024,1961,Las Vegas                                            (Remote),Abramyan Marketing Group (AMG),Junior Marketing Copywriter/Strategist,Content writing,Part time,Freelance,Mid level,,[],"['Time management', 'Critical thinking', 'Fast learning ability', 'Strategic thinking']"
06 April 2024,974,Yerevan,Republica hotel Yerevan,Loss Prevention associate,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,130000 AMD - 170000 AMD Net a month,[],"['Conflict resolution skills', 'Teamwork', 'Work under pressure']"
06 April 2024,3192,Yerevan                                            (Remote),Krisp,Content Writer (contract-based),Content writing,Other,Contract,Senior,,"['SEO', 'Content writing']","['Ability to work independently', 'Time management', 'Detail-oriented']"
06 April 2024,1168,Yerevan,The Alexander Yerevan Hotel,Valet Parking Attendant,Tourism/Hospitality/HoReCa,Full time,Permanent,Junior,,['Driving License'],"['Teamwork', 'Sense of responsibility', 'Polite']"
06 April 2024,1184,Yerevan,Helix Consulting,DevOps Engineer,DevOps/Infrastructure,Full time,Permanent,,,"['AWS', 'Kubernetes', 'Azure', 'Ansible', 'Terraform']","['Time management', 'Teamwork', 'Responsibility']"
06 April 2024,2527,Yerevan,FlyOne Armenia,Flight attendant,Aviation,Full time,Permanent,,,[],"['Problem solving', 'Ability to work under pressure']"
06 April 2024,1997,Yerevan,Brandon marketing,Հաշվապահ,Other IT,Full time,Permanent,Mid level,,"['MS Office', 'AS-Accountant']",['Negotiation  skills']
06 April 2024,1934,Yerevan,LIST GROUP,Content Moderation Associate,Content writing,Full time,Permanent,,,"['Content writing', 'Written content']","['Customer/service oriented', 'Critical thinking', 'Research skills']"
06 April 2024,1259,Yerevan,Էքսպրես Լոջիսթիքս,Logistics Specialist,Procurement/Logistics/Courier,Full time,Permanent,Mid level,,['Logistics'],['Constant drive for self-development']
06 April 2024,1259,Yerevan,ITAL SOLAR,Ինժեներ նախագծող,Art/Design/Architecture,Full time,Permanent,Senior,,['Architecture Design'],"['Time management', 'Flexible', 'Detail-oriented', 'Decision making', 'Teamwork']"
06 April 2024,868,Yerevan,Spayka LLC,Head of the engineering and technical service department of the greenhouse complex,Mechanical/Engineering,Full time,Permanent,Senior,,['Technical knowledge/competence'],[]
06 April 2024,1121,Yerevan,ITResources,Sales Specialist,Sales/service management,Full time,Permanent,Mid level,,"['B2B sales', 'Knowledge of effective sales and applied technologies', 'Development of a sales strategy']","['Ability to work independently', 'Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Time management', 'Problem solving', 'Customer/service oriented', 'Public speaking', 'Detail-oriented', 'Goal-oriented', 'Decision making', 'Analytical skills', 'Teamwork', 'Fast learning ability', 'Self-motivation', 'Strategic thinking', 'Psychology', 'Sense of responsibility', 'Attention to details', 'Work under pressure', 'Product oriented', 'Self confidence', 'Research skills', 'Polite', 'Team player']"
06 April 2024,2052,Yerevan,Partner Company,Ցանցային ադմինիստրատոր,Network Administration,Full time,Permanent,Mid level,,"['DNS', 'Web Server', 'Active Directory']",['Problem solving']
06 April 2024,807,Yerevan,ITResources,Senior Sales Consultant,Sales/service management,Full time,Permanent,Senior,,"['B2B sales', 'Knowledge of effective sales and applied technologies', 'Development of a sales strategy']","['Ability to work independently', 'Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Time management', 'Problem solving', 'Customer/service oriented', 'Public speaking', 'Detail-oriented', 'Goal-oriented', 'Decision making', 'Analytical skills', 'Teamwork', 'Fast learning ability', 'Self-motivation', 'Strategic thinking', 'Psychology', 'Sense of responsibility', 'Attention to details', 'Work under pressure', 'Product oriented', 'Self confidence', 'Research skills', 'Polite', 'Team player']"
06 April 2024,1494,Yerevan,Helix Consulting,PHP Laravel Developer,Software development,Full time,Permanent,Mid level,,"['Git/Github', 'SQL', 'React.js', 'NPM', 'OOP', 'AngularJS', 'CSS', 'HTML']","['Negotiation  skills', 'Positive attitude', 'Problem solving', 'Teamwork']"
06 April 2024,3133,Yerevan,doctor911.am,The operator-administrator of call centre,Administrative/office-work,Full time,Permanent,,From 180000 AMD Net a month,['Telecommunication'],['Communications']
06 April 2024,872,Yerevan,SOLARON,B2B Sales Manager,Sales/service management,Full time,Permanent,,,"['Sales/service experience', 'Customer Service skills']","['Negotiation  skills', 'Positive attitude', 'Time management', 'Customer/service oriented', 'Flexible', 'Goal-oriented', 'enthusiastic']"
06 April 2024,1709,Yerevan,AMIO BANK,Customer Service Quality Control Specialist,Banking/credit,Full time,Permanent,Mid level,,"['MS Power Point', 'MS Office', 'Service quality control', 'Canva']","['Analytical skills', 'Teamwork']"
06 April 2024,1005,Yerevan,ARGE BUSINESS LLC,Trade Marketing Specialist,Marketing/Advertising,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Positive attitude', 'Flexible', 'Creative thinking', 'Teamwork']"
06 April 2024,1802,Yerevan,"""ASBC"" LLC",Human Resources Manager,Human Resources,Full time,Permanent,Senior,,"['CRM', 'HR management', '1C']","['Time management', 'Conflict resolution skills', 'Result-oriented', 'Communication Skills']"
06 April 2024,577,Yerevan,Synopsys Armenia,ASIC Physical Design Engineer / 48065BR,Hardware design,Full time,Permanent,Mid level,,['VLSI'],"['Team player', 'Communication Skills']"
01 April 2024,1429,Yerevan,Atenk Ltd,Ցանցային ադմինիստրատոր,Network Administration,Full time,Permanent,Mid level,,"['Linux OS', 'Windows system administration', 'LAN (Local Architecture Network)', 'DNS', 'Active Directory']",[]
05 April 2024,1649,Yerevan,Cars Hauler,Logistics coordinator for vehicle transportation in the United States,Procurement/Logistics/Courier,Full time,Contract,,1000 USD - 5000 USD Net a month,[],"['Analytical skills', 'Logical thinking']"
06 April 2024,963,Yerevan,SoftConstruct,Business Intelligence Analyst / VBET,Business/Management,Full time,Permanent,Mid level,,"['Analytical and Mathematical skills', 'SQL']",['Communication Skills']
06 April 2024,2302,Yerevan,SoftConstruct,Manual QA Engineer / VBET,Quality Assurance /Control,Full time,Permanent,Junior,,"['QA', 'Manual testing', 'API Testing']",['Detail-oriented']
05 April 2024,3336,Yerevan                                            (Remote),Knights Property Management Inc.,Full-Time Remote Asset Manager for US Based Property Management Company,Administrative/office-work,Full time,Permanent,,1000 USD - 1500 USD Gross a month,"['Business relationship building', 'Project management', 'Staff management', 'Computer knowledge', 'Organizing', 'Data Collection']","['Ability to work independently', 'Written communication skills', 'Positive attitude', 'Problem solving', 'Detail-oriented']"
05 April 2024,1710,Yerevan,“NAIRI INSURANCE” INSURANCE LLC,Customer service specialist,Insurance,Full time,Permanent,Junior,,['Customer Service skills'],"['Positive attitude', 'Problem solving', 'Fast learning ability']"
05 April 2024,1138,Yerevan,Move2Armenia Career,Targeted ads specialist,Marketing/Advertising,Full time,Civil contract,Senior,450000 AMD - 530000 AMD Net a month,['Targeting'],[]
05 April 2024,572,Ararat,Ucom,Ցանցի կառուցման տեխնիկ ք․ Արարատ,Network Administration,Full time,Permanent,Junior,,['BABOK'],[]
05 April 2024,823,Yerevan,Ucom,"Կրտսեր ինժեներ, Ֆիքսված կապի մոնիթորինգի թիմ",Other IT,Full time,Contract,Junior,,['BABOK'],[]
05 April 2024,1804,Yerevan,Jermuk International Pepsi-Cola Bottler LLC,Որակի վերահսկման թիմի պատասխանատու,Production,Full time,Permanent,Mid level,,"['Microbiology', 'Chemist']","['Leadership skills', 'Time management', 'Teamwork', 'Team management']"
05 April 2024,1188,Yerevan,SPINNER,"Apply ""Procurement Services"" Spin Contest",Procurement/Logistics/Courier,Other,Other,,,"['Business management', 'Sales', 'Procurement', 'Procurement operations', 'Operational management', 'Administration', 'Logistics Management']","['Leadership skills', 'Negotiation  skills', 'Positive attitude', 'Time management', 'Entrepreneurial thinking', 'Stress management']"
05 April 2024,699,Yerevan,SPINNER,"Apply ""SEO Outsourcing Services"" Spin Contest",Other IT,Other,Other,,,"['Business management', 'SEO']","['Leadership skills', 'Negotiation  skills', 'Positive attitude', 'Time management', 'Entrepreneurial thinking', 'Stress management']"
05 April 2024,930,Yerevan,SPINNER,"Apply ""Software Testing Company"" Spin Contest",Quality Assurance /Control,Other,Other,,,"['Automation testing approaches', 'Business management', 'QA', 'Manual testing', 'Quality assurance', 'Testing Processes & Techniques', 'Software Testing', 'API Testing']","['Leadership skills', 'Negotiation  skills', 'Positive attitude', 'Time management', 'Entrepreneurial thinking', 'Stress management']"
05 April 2024,983,Yerevan,OMD Armenia LLC,Technical Implementation Engineer,Software development,Full time,Permanent,Mid level,,['Python'],[]
05 April 2024,858,Abovyan,Թամարա ՍՊԸ,tekhnologist,Production,Full time,Contract,Mid level,,['Data processing'],[]
05 April 2024,1077,Yerevan,EcoVille LLC,SMM Specialist,Marketing/Advertising,Full time,Permanent,Mid level,,"['Digital marketing', 'SMM', 'Content writing']","['Written communication skills', 'Positive attitude', 'Customer/service oriented', 'Adaptability']"
05 April 2024,1089,Yerevan,«ՏԻԳԱ ՇԻՆ» ՍՊԸ,ՖԻՆԱՆՍԻՍՏ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['Data processing'],[]
